ID	Kanton (Canton)	Anstalt (institution)	Ort (city)	Anstaltszweck (Quelle)	Anstaltstypen: Arbeitsanstalt = 1; Arbeiterkolonie = 2; Erziehungsanstalt = 3; Trinkerheilanstalt = 4; Strafanstalt = 5; Psychiatrische Einrichtung = 6; Armenhaus = 7; Sonderanstalt = 8	Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8	Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8	Spezifikation Inhaber (Quelle) (specifications of the agencies according to source)	Trägerschaft (agencies, funding bodies)	Platzzahl (Quelle) (capacities according to source)	Platz (capacities)	Plätze Männer (Quelle) (capacities for the male gender according to source)	Plätze Frauen (Quelle) (capacities for the female gender according to the source)	Bemerkungen Plätze (Quelle) (remarks concerning capacities according to source)	Geschlecht (gender ratio): m (male) = 1; w (female) = 2; gemischt (both gender) = 3; unbestimmt (not specified) = 4	Beschäftigung (types of forced labour)	Aufenthaltsbedingungen (Quelle) (terms of detention e.g. duration of stay/juridic coverage according to source)	Einweisende Behörden: 1 = Gerichte, 2 = Untersuchungsrichter, 3 = Staatsanwaltschaft, 4 = Jugendanwaltschaft, 5 = Regierungsrat, 6 = Administrativbehörde, 7 = Justizbehörde/Strafvollzugsbehörde, 8 = Polizeibehörde/Verhöramt, 9 = Armenbehörde/Fürsorgebehörde, 10 = Vormundschaftsbehörde, 11 = Bezirksämter/Statthalteramt, 12 = Amtsvormundschaft, 13 = Jugendämter, 14 = Private/Vereine/Kirchen- und Schulbehörden	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Konfession (denomination according to source)	Konfession (denomination): prot. (Protestants) = 1; kath. (Catholics) = 2; ik. (interdenominational) = 3; unbestimmt (not specified) = 4	Seelsorge (Quelle) (pastoral care according to source)	Gottesdienste (church services according to source)
BE63	Bern	Kantonale Beobachtungsstation für Jugendliche	Enggistein bei Worb	Psychiatrische Begutachtung für Männliche Jugendliche, Berufsabklärung. Zusammenarbeit mit Kantoanler Heil- und Pflegeanstalt Münsingen	6	8			1	24	2	24		männliche Jugendliche (im Alter von 15-20 Jahren)	1	Landwirtschaft, Schreinerei, Schmiede, Hauswirtschaft und Küche	Es werden nur männliche Jugendliche, die einer psychiatrischen Begutachtung und Berufsabklärung bedürfen, aufgenommen. Minimale Beobachtungszeit 4 Monate	4	9	10	13	14		Jugendanwaltschaften	Jugendämter	Jugendsekretariate	Vormundschaftsbehörden	Fürsorgebehörden	Private					interkonfessionell	3	Keine Erwähnung	Prot.: Besuch der Gemeindegottesdienste in Worb, kath.: Besuch der Gottesdienste in Worb
BE64	Bern	Webstübli Iseltwalt	Iseltwald	Aufnahme geistesschwacher männlicher Jugendlicher, die unter Aufsicht im Handweben angelernt werden; Für [sic!] Gemeindebehörden benütztes Heim für die Internierung von geistesschwachen männlichen Jugendlichen im Sinne des StGB.	3	8		Inhaber: Familie W. Aeschlimann, Senegg, Iseltwald am Brienzersee	2	10	1	10		Knaben und mänl. Jugendliche	1			4	9	13				Fürsorgestellen	Jugendämter	Jugendanwaltschaften								reformiert	1	Reformierter Pfarrer aus Bönigen im Nebenamt	Besuch des reformierten Gottesdienstes in Bönigen freiwillig, alle 14 Tage
BE66	Bern	Staatliches Mädchenerziehungsheim Kehrsatz	Kehrsatz	Erziehung milieugeschädigter und/oder erblich belasteter schwererziehbarer Mädchen	3				1	48	2		48	Mädchen	2	Heimschule, Mitarbeit in Haus und Küche, Gartenarbeit, Feldarbeit, Handarbeiten, Haltung von Kleintieren	Erreichtes Schulpflichtalter, Heimaufenthalt vom 1. bis 9. Schuljahr möglich, Mindestalter: 7 Jahre, Höchstalter: 16 Jahre	9						Fürsorgedirektion des Kantons Bern										protestantisch	1	Prot.: Ortspfarrer	Prot.: Besuch des Gemeindegottesdienstes im Ort
BE67	Bern	Knabenerziehungsheim Brünnen	Bern-Bümpliz	Erziehung und Schulung von Knaben aus ungesunden Familienverhältnissen	3			Private Stiftung, Stiftungsrat und Direktion	2	32	2	32		Knaben	1	Schulbetrieb, Gartenbau und Landwirtschaft, Sport, Freizeitgestaltung	Schulpflichtalter, Bildungsfähigkeit	4	9					Jugendanwaltschaften	Fürsorgedirektion des Kantons Bern	Fürsorgebehörden von Gemeinden								protestantisch	1	Prot.: Ortspfarrer	Prot.: Besuch des Gemeindegottesdienstes im Ort
BE68	Bern	Knabenerziehungsheim auf der Grube	Niederwangen	Erziehung bildungsfähiger Knaben im Schulpflichtalter	3			Stiftung mit Sitz in Köniz mit Subvention von Bund und Kanton Bern	2	40	2	40		Knaben	1	Schulunterricht, Basteln, Landwirtschaft	Schulpflichtalter, Heimaufenthalt möglichst bis zum Schulpflichtende	4	10	13				Jugendanwaltschaften	Jugendämter	Vormundschaftsbehörden								protestantisch	1	Prot.: Pfarrer von Oberwangen	Prot.: Teilnahme an den Gemeindegottesdiensten
BE69	Bern	Kantonales Mädchenerziehungsheim Brüttelen (Aebiheim)	Brüttelen bei Ins	Erziehung verwahrloster, sittlich gefährdeter und debiler Mädchen im Schulpflichtalter. Nur Aufnahme von schulbildungsfähigen Mädchen. Für debile Mädchen wird eine von der IV [Invalidenversicherung] als Sonderschule anerkannte Klasse geführt.	3				1	44	2		44	Mädchen	2	Heimschule: Oberklasse/Unterklasse mit Primarschulpensum, Hilfsklasse für Debile	Mitarbeit bei allen Haushaltarbeiten und im Garten, Freizeitbeschäftigung: Basteln, Spielen, Musizieren, Baden (eigenes Schwimmbad), Lesen	4	9	10	13			Jugendanwaltschaften gemäss Art. 91 StGB	Vormundschaftsbehörden gemäss Art. 284 ZGB	Jugendämter	Fürsorgeämter	Fürsorgedirektion des Kantons Bern						protestantisch, aber auch Aufnahme für Mädchen anderer Konfessionen	1	Prot.: Pfarrer von Ins, kath.: Pfarrer von Lyss	Prot: Besuch der Gemeindegottesdienste in Ins, kath.: Besuch der Gemeindegottesdienste in Lyss
BE70	Bern	Erziehungsheim Viktoria	Richigen bei Worb	Erziehung schwererziehbarer (oder verwaister, gefährdeter, verwahrloster) Mädchen im Schulpflichtalter	3			Viktoriastiftung, unselbständige Stiftung des Kantons Bern	1	60	3		60	Mädchen	2	Heimschule nach bernischem Schulgesetz, Handweberei, Bastelarbeiten, Musizieren, Gärtnerei, Landwirtschaft, Hauswirtschaft, Kochen	Schulpflichtalter, mindestes 7, höchsten 16 Jahre, Neunjährige Schulpflicht	4	9	10	13			Jugendanwaltschaften	Jugendämter	Vormundschaftsbehörden	Fürsorgeämter							protestantisch	1	Prot.: Pfarrer von Worb, Kinderlehre und Unterweisung im Heim	Prot.: Besuch des Gemeindegottesdienstes im Ort
BL01	Basel Land	Arbeiterkolonie Dietisberg	Läufelfingen	Arbeitserziehung, Zufluchtsstätte für arbeitslose, aber noch arbeitsfähige Männer, administrative Versorgung wegen Trunksucht, Liederlichkeit, Arbeitsscheu	2			Verein Arbeiterkolonie Dietisberg, Diegten-Läufelfingen	2	45	2	45			1	Landwirtschaft, Harassen-, Paletten- und Besenfabrikation	nach Verfügung, mindestens 3 Monate	4	5	9	8	10		Jugendanwaltschaften	Vormundschaftsbehörden	Armenpflegen	Regierung von Baselland	Regierung von Basel-Stadt	Regierung von Solothurn	Regierung von Aargau	Regierung von Luzern	Regierung von Zürich	Eidgenössische Fremdenpolizei	interkonfessionell	3	Prot.: Pfarrer von Diegten, kath.: Pfarrer von Wisen	Prot.: Besuch der Gottesdienste in den Ortskirchen der Umgebung; kath.: Besuch der Gottesdienste in Wisen
BL03	Basel Land	Landheim Erlenhof	Reinach	Erziehung sozial unangepasster männlicher Jugendlicher, Psychiatrische Beobachtung	3	6		Verein Basler Webstube, Basel	2	85	3	85		Erziehungsheim: 65 männliche Jugendliche; Beobachtungsstation: 20 männliche Jugendliche	1		Dauer einer Berufslehre, interne und externe Lehren, für Beobachtung: mindestens 3 Monate	6	7					straf- und zivilrechtliche Behörden										interkonfessionell	3	Prot.: Ortspfarrer Wochenunterricht im Heim, kath.: Ortspfarrer Wochenunterricht im Heim	Prot.: Besuch der Gemeindegottesdienste im Ort, kath.: Besuch der Gemeindegottesdienste im Ort
BL04	Basel Land	Kantonale Strafanstalt Liestal	Liestal	Untersuchungshaft (vorzeitiger Strafantritt), Gefängnis, Zuchthaus, Arbeitserziehung nach Art. 43 und 91 StGB, gerichtliche Verwahrung Unzurechnungsfähiger nach Art. 14 StGB, administrative Versorgungen nach kantonalem Recht	5				1	100	4	100		100 Männer	1	Schreinerei, Schlosserei, Korberei, Gärtnerei, Küche/Hausdienst, Spielwarenfabrikation, Holzrüsterei, Zentralwäscherei, Landwirtschaft, Gewerbebüro	Nach Vollzugsverfügung, Strafen von über 2 Wochen Dauer	1	5	7				Strafgericht	Obergericht	Jugendgericht	Strafvollzugsbehörde	Regierungsrat für administrative Versorgungen						interkonfessionell	3	Prot.: 2 Pfarrer der kantonalen Anstalten, kath.: Pfarrer der kantonalen Anstalten	Prot.: Jeden Sonntag, kath.: jeden Sonntag
BL06	Basel Land	Bezirksgefängnis Arlesheim	Arlesheim	Untersuchungshaft, Strafhaft bis 3 Monate	5					23	2			Männer und Frauen	3	Bastelwerkstätte	Nach Haftbefehl, nach Vollzugsverfügung	2	7	8	11			Untersuchungsbeamter	Bezirks-Statthalteramt	Polizeidirektion Liestal, Abteilung Strafvollzug								interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Keine Gottesdienstmöglichkeit
BL07	Basel Land	Bezirksgefängnis Liestal	Liestal	Untersuchungshaft, Strafhaft bis 3 Monate	5				1	14	1	12	2		3	keine	Nach Haftbefehl, nach Vollzugsverfügung	1	2	7	8	11		Untersuchungsbeamter	Bezirks-Statthalteramt	Gerichte	Strafvollzugsbehörde	Polizeiorgane						interkonfessionell	3	Prot.: Anstaltenpfarrer, kath.: Anstaltenpfarrer	Keine Gottesdienstmöglichkeit
BL08	Basel Land	Bezirksgefängnis Sissach	Sissach	Untersuchungshaft	5				1	4	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Nach Haftbefehl	2	11					Untersuchungsbeamter	Bezirks-Statthalteramt									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Keine Gottesdienstmöglichkeit
BL09	Basel Land	Bezirksgefängnis Waldenburg	Waldenburg	Untersuchungshaft	5				1	4	1			Männer und Frauen	3	keine Beschäftigungsmöglichkeit	Nach Haftbefehl	2	11					Untersuchungsbeamter	Bezirks-Statthalteramt									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Keine Gottesdienstmöglichkeit
BL10	Basel Land	Mütter- und Kinderheim Wolfbrunnen	Lausen	Nacherziehung lediger Mütter	3	8		Verein Mütter- und Kinderheim Wolfbrunnen, Lausen	2	42	2		22	22 Frauen und 20 Kinder	2	Arbeitstherapie, Glätterei, Wäscherei, Näherei, Haushaltlehrjahr	Minimal 1 Jahr, maximal 3 Jahre, Aufnahmealter: 15-25 Jahre	4	9	10	13			Jugendamt	Jugendanwaltschaft	Fürsorgeämter	Vormundschaftsbehörden							protestantisch	1	Prot.: Ortspfarrer	Prot.: an 3 Sonntagen im Monat im Heim
BL15	Basel Stadt	Kantonales Erziehungsheim Klosterfiechten	Münchenstein	Erziehung schulpflichtiger Knaben	3				1	36	2	36		Knaben	1	Schulbetrieb, Landwirtschaft	Schulpflichtalter	4	10					Jugendstrafbehörden	Vormundschaftsbehörden									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: Besuch der Gottesdienste in Basel, kath.: Besuch der Gottesdienste in Basel
BS01	Basel Stadt	St. Verenahof Basel	Basel	Katholisches Durchgangsheim für schwangere Töchter vor und nach der Geburt ihrer Kinder, Kinderheim für Säuglinge, Administrative Versorgung schulentlassener Töchter	3	8		Verein der St. Katharina-Schwestern, Basel	2	33	2		33	10 weibliche Jugendliche und Frauen, 23 Kleinkinder	2	Küche und Haushalt, Kinderpflege	Nach Verfügung	4	8	19				Jugendanwaltschaften	Jugendstrafbehörden	Polizeibehörden	Vormundschaftsbehörden							interkonfessionell	3	Prot. Ortspfarrer, kath.: Ortspfarrer	Prot.: Besuch der Gottesdienste in der Stadt, kath.: Besuch der Gottesdienste in der Stadt
BS02	Basel Stadt	Basler Jugendheim	Basel	Vom Kanton benützte Anstalt für Untersuchungshaft, Nacherziehung schulentlassener, normalbegabter männlicher Jugendlicher, Lehrausbildungen, interne und externe Lehren.	3			Verein für Jugendfürsorge Basler Webstube, Basel	2	56	3	56		42 männliche Jugendliche im Jugendheim, 14 männliche Jugendliche im Aufnahmeheim	1	Lehrausbildung als Mechaniker, Möbelschreiner, Orthopädie-Schumacher, Blumen- und Pflanzengärtner	Minimal 1 Jahr, maximal 4 Jahre	4	10					Jugendstrafbehörden	Vormundschaftsbehörden									interkonfessionell	3	Prot.: Pfarrer der Oekolampad-Gemeinde Basel; kath.: Pfarrer der St. Antonius-Kirche	Prot.: Besuch der Gottesdienste in der Stadt, kath.: Besuch der Gottesdienste in der Stadt
BS03	Basel Stadt	St. Katharinaheim Basel	Basel	Nacherziehung gefährdeter, schwieriger schulentlassener katholischer Mädchen	3			Verein der St. Katharina-Schwestern, Basel	2	48	2		48	Mädchen	2	Damenschneiderei, Atelier für Wäschekonfektion, Wäscherei und Glätterei, Haushaltlehre	Aufenthaltsdauer minimal 2 Jahre, nach Vollzugsverfügung bei Einweisungen nach StGB	4	10					Jugendstrafbehörden	Vormundschaftsbehörden									katholisch	2	Kath.: Seelsorger im Heim	Kath.: regelmässig im Haus
BS04	Basel Stadt	Strafanstalt Basel-Stadt	Basel	Gefängnis, Zuchthaus, administrative Versorgung (Einzelfälle)	5				1	120	4	120		120 Männer	1	Brennholzrüsterei, Kartonnage, Druckerei/Buchbinderei, Körberei, Malerei, Shcneiderei, Schreinerei, Tapeziererei, Gärtnerei, Freizeitarbeit	Nach Vollzugsverfügung	1	7	8	10			Kantonsgerichte	Vormundschaftsbehörden	Polizei- und Justizdirektionen	Strafvollzugsbehörden der Konkordatskantone							interkonfessionell	3	Prot.: Pfarrer der Strafanstalt; kath.: Anstaltenseelsorger	Prot.: jeden Sonntag, kath.: jeden Sonntag
BS05	Basel Stadt	Anstalt zur Hoffnung	Riehen	Schulung und Erziehung von geistesschwachen Kinder und Jugendlichen beiderlei Geschlechts	3	8			1	88	3			Knaben und Mädchen	3	Schule für Schulbildungsfähige, Klassen für praktisch-Bildungsfähige, Beschäftigung für Bildungsunfähige	Für Eintritte: Mindestalter 7 Jahre, Höchstalter 13 Jahre, Mindestaufenthalt 5 Jahre	4	10					Jugendstrafbehörden	Vormundschaftsbehörde									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	prot: Besuch der Gottesdienste im Ort, kath.: Besuch der Gottesdienste im Ort
BS07	Basel Stadt	Kantonales Kinderheim Gute Herberge	Riehen	Erziehung verhaltensgestörter Kinder beiderlei Geschlechts	3				1	40	2			Knaben und Mädchen	3	Kindergarten, Schulbetrieb	Kindergarten-Alter, Schulpflicht-Alter	4	10					Jugendstrafbehörden	Vormundschaftsbehörden									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: Besuch der Gottesdienste im Ort; kath.: Besuch der Gottesdienste im Ort
BS08	Basel Stadt	Heil- und Pflegeanstalt Friedmatt (Psychiatrische Universitätskilinik)	Basel	Hospitalisierung Unzurchnungsfähiger im Sinne von Art. 14/15 StGB zur psychiatrischen Behandlung und Pflege	6				1	550	6	250	300	einige Plätze für Hospitalisierung nach Art. 14/15 StGB zur Verfügung	3	Webe-, Papier- und Kartonnagearbeit, Buchbinderei, Feld- und Gartenarbeit	Nach Verfügung	7	8					Justizdepartement Basel-Stadt	Polizeidepartement Basel-Stadt									interkonfessionell	3	Prot.: Pfarrer der Anstalt, kath.: Anstaltenseelsorger	Prot.: zweimal monatlich im Haus oder Besuch der Gottesdienste in der Stadt, kath.: zweimal monatlich im Haus oder Besuch der Gottesdienste in der Stadt
BS09	Basel Stadt	Untersuchungsgefangenschaften Lohnhof	Basel	Untersuchungshaft, Arrest- und Haftstrafen bis zu 30 Tagen Gefängnisstrafen bis zu 14 Tagen	5				1	125	4	103	22		3	Papierverarbeitung	Nach Haftbefehl, nach Vollzugsverfügung	1	3	7	8			Staatsanwaltschaft	Polizeigerichtspräsident	Strafgericht	Strafvollzugsbehörden							interkonfessionell	3	Prot.: Strafanstaltspfarrer, kath.: Anstaltenseelsorger	prot: keine Gottesdienste, kath.: keine Gottesdienste
BS15	Basel Stadt	Wegwarte Durchgangsheim für Frauen und Mädchen	Basel	Durchgangsheim für Obdachlose, offenes Erziehungsheim für Mädchen bei längerem Heimaufenthalt	3	8		Kommission der Wegwarte, Basel	2	41	2		41	Mädchen und Frauen	2	Arbeit ausser Heim in Arbeitsstellen	Erwerbsfähigkeit für Frauen ohne obere Altersgrenze	4	8	10				Jugendstrafbehörde	Polizei-Assistentin	Vormundschaftsbehörde								katholisch	2	Kath.: Ortspfarrer	Kath.: Besuch der Gottesdienste in der Stadt
BS16	Basel Stadt	Leonhardsheim Basel	Basel	Evangelisches Durchgangsheim für Frauen und Mädchen	8			Verein St. Leonhard, Basel	2	17	1		17	Frauen und Mädchen	2	Arbeit ausser Heim in Arbeitsstellen	Entlassung aus der Schulpflicht, keine obere Altersgrenze	4	8	10				Jugendstrafbehörden	Polizeibehörden	Vormundschaftsbehörden								protestantisch	1	Prot.: Ortspfarrer	Prot.: Besuch der Gottesdienste in der Stadt
BS17	Basel Stadt	Mädchen- und Mütterheim Rankhof	Basel	Beobachtungsstation	8			Basler Frauenverein, Basel	2	12	1		12	Mädchen	2	Haushalt, Garten, Handarbeiten	Aufenthalt zwischen 5 und 10 Monaten, Untere Altersgrenze: Beendigung der Schulpflicht	4	8	10				Jugendstrafbehörden	Polizei-Assistentin	Vormundschaftsbehörden								interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot: Besuch der Gottesdienste in der Stadt, kath.: Besuch der Gottesdienste in der Stadt
FR01	Fribourg	Les Etablissements pénitentiaires de Bellechasse	Sugiez	Emprisonnement, réclusion; internement des récidivistes, art. 42 CPS; internement des délinquants é responsabilité limitée (art. 14 CPS); internement des alcooliques, art. 44 CPS, internements administratifs	1	4	5		1	340	6	300	40		3	Pour hommes: agriculture et métiers annexes, forge, garage, meuiserie, charronnerie, vannerie, cordonnerie, atelier de tailleurs, Ateliers pour l'industrie	Selon ordre à exécuter pour internements administratifs: maximum 3 ans	1	7	8	10			Tribunaux et Préfectures du canton de Fribourg	Direction de la Police du canton de Fribourg	Départements de justice et police d'autres cantons	Autorités tutélaires de toute la Suisse pour les internements administratifs							interkonfessionell	3	Prot.: 1 aumônier externe de langue française, 1 aumônier externe de langue allemande, 1 aumônier permanent	Prot.: 1 fois par mois en français, 1 fois par mois en allemand, kath.: chaque dimanche
FR02	Fribourg	Etablissement psychiatrique de Marsens	Marsens	Observation et traitment des maladies nerveuses et mentales, expertises médicolégales; Etablissement utilisé pour internements selon art. 15 CPS	6				1	491	6	275	216	Männer und Frauen	3	Travaux agricoles, jardinage, cartonnage, ateliers d'ergothérapie	Indéterminée	6	7	8				Autorités judiciaires	Direction de la Police, Fribourg	Autorités administratives								interkonfessionell	3	Prot.: Pasteur de Bulle, kath.: Abbé de Marsens	Prot.: Toutes les 2-3 semaines, kath.: chaque dimanche
FR03	Fribourg	Institut Bon Pasteur	Lully	Nacherziehung gefährdeter und schwererziehbarer katholischer Mädchen, von verschiedeen Kantonen benützte Anstalt für die Internierung weiblicher Jugendlicher nach Art. 9 StGB.	3			Inhaber: S. I. du Château de Lully SA, Lully près Estavayer-le-Lac	2	26	2		26	nur weibliche Jugendliche	2			1	4	9	10			Jugendgerichte	Jugendanwaltschaften	Vormundschaftsbehörden	Fürsorgeämter	etc.						katholisch	2	kKtholischer Anstaltspfarrer im Hauptamt	Im Hause, Besuch obligatorisch, 3 mal wöchentlich und an Sonntagen
FR04	Fribourg	Les Joncs, Institut pour jeunes filles	Villars-les-Joncs	Rééducation et formation professionnelle de jeunes filles catholiques	3			Association du Bon Pasteur, Villars-les-Joncs, Fribourg	2	54	3		54	jeunes filles	2	Ecole ménagère, cuisine, jardin, repassage, confection sur robes et blouses dames	Séjour normalement 2-3 ans, ages: entre 14 et 20 ans	4	9	10	13			Office Cantonal des Mineurs	Services des Tuteurs Généraux	Juges des mineurs de la suisse romande	Services sociaux							catholique	2	Kath.: maison dirigée par des religieuses, aidées par des personnes laiques	Kath.: chaque jour
FR07	Fribourg	Institut St. Nicolas	Drognens	Erziehung unter Aufsicht nach Art. 84 StGB, Erziehungsanstalt nach Art. 91 StGB für katholische männliche Jugendliche	3			Führung durch Révérends Pères de la Congrégation du Divin Saveur	2		7			keine Angaben				10	13					Office Cantonal des Mineurs	Jugendämter	Vormundschaftsbehörden								katholisch	2	Révérends Pères de la Congrégation du Divin Saveur	
FR09	Fribourg	Institut Sonnenwyl	Le Mouret	Education d'enfants caractériels et débiles caractériels	3			Société de la Sainte Famille, Le Mouret	2	45	2		45	filles	2	Education avant tout, formation ménagère avec diplôme, couture	Indéterminée, varie selon l'age des enfants, qui sont acceptés dès 8 jusqu'à 16-17 ans	9	10	13				Services sociaux de la suisse romande	Offices des mineurs	Tuteurs Généraux								interkonfessionell	3	Prot.: visite d'un pasteur, kath.: aumônier attaché à l'établissement	Kath.: tous les dimanches
FR10	Fribourg	Prison Centrale de Fribourg	Fribourg	Détention préventive, exécution des peines: arrêts et emprisonnement	5				1	42	2	30	12	Männer und Frauen	3	Cartonnage	Sans limite, max 1 mois pour homes et 2 mois pour femmes	1	3	4	6	7	8	Juge d'instruction	Autorités judiciaires	Président dur Tribunal	Chambre pénale des mineurs	Autorités de Police	Autorités administratives					interkonfessionell	3	Prot. Pasteur de la ville, kath.: Curé de paroisse	Prot.: pas de cultes; kath.: tous les dimanches
FR11	Fribourg	Prison de District de la Gruyère	Bulle	Détention préventive, exécution des peines: arrêts et emprisonnement	5				1	16	1			Männer und Frauen	3	Aucune possibilité d'occupation	Sans limite, jusqu'à 1 mois	1	3	11				Préferet du District	Juge d'instruction	Président du Tribunal de district								interkonfessionell	3	Prot.: cure protestante de paroisse, kath.: cure catholique de paroisse	Prot.: pas de cultes, kath.: pas de cultes
FR12	Fribourg	Prison du District de la Veveyse	Châtel St. Denis	Détention préventive, exécution des peines: arrêts et emprisonnement	5				1	5	1			Männer und Frauen	3	Aucune possibilité d'occupation	Sans limite, jusqu'à 1 mois	1	3	11				Préferet du District	Juge d'instruction	Président du Tribunal de district								interkonfessionell	3	Prot.: cure protestante de paroisse, kath.: cure catholique de paroisse	Prot.: pas de cultes, kath.: pas de cultes
FR13	Fribourg	Prison du District de la Broye	Estavayer-le-Lac	Détention préventive, exécution des peines: arrêts et emprisonnement	5				1	5	1			Männer und Frauen	3	Aucune possibilité d'occupation	Sans limite, jusqu'à 1 mois	1	3	11				Préferet du District	Juge d'instruction	Président du Tribunal de district								interkonfessionell	3	Prot.: cure protestante de paroisse, kath.: cure catholique de paroisse	Prot.: pas de cultes, kath.: pas de cultes
FR14	Fribourg	Prison de District du Lac	Murten	Détention préventive, exécution des peines: arrêts et emprisonnement	5				1	11	1			Männer und Frauen	3	Aucune possibilité d'occupation	Sans limite, jusqu'à 1 mois	1	3	11				Préferet du District	Juge d'instruction	Président du Tribunal de district								interkonfessionell	3	Prot.: cure protestante de paroisse, kath.: cure catholique de paroisse	Prot.: pas de cultes, kath.: pas de cultes
FR15	Fribourg	Prison de District de la Glâne	Romont	Détention préventive, exécution des peines: arrêts et emprisonnement	5				1	9	1			Männer und Frauen	3	Aucune possibilité d'occupation	Sans limite, jusqu'à 1 mois	1	3	11				Préferet du District	Juge d'instruction	Président du Tribunal de district								interkonfessionell	3	Prot.: cure protestante de paroisse, kath.: cure catholique de paroisse	Prot.: pas de cultes, kath.: pas de cultes
FR16	Fribourg	Prison de District de la Singine	Tavel	Détention préventive, exécution des peines: arrêts et emprisonnement	5				1	12	1			Männer und Frauen	3	Aucune possibilité d'occupation	Sans limite, jusqu'à 1 mois	1	3	11				Préferet du District	Juge d'instruction	Président du Tribunal de district								interkonfessionell	3	Prot.: cure protestante de paroisse, kath.: cure catholique de paroisse	Prot.: pas de cultes, kath.: pas de cultes
GE01	Genf	Clinique Psychiatrique de Bel-Air	Genf	Soins aux malades psychiatriques, établissement utilisé pour l'internement selon art. 14/15 CPS	6				1	680	6	250	430	pour l'internement selon art. 14/15 CPS quelques places à disposition	3	Ergothérapie polyvalente, travail aux ateliers d'entretien jardinage	Indeterminée, suivant l'évolution de la maladie et suivant le cas	3	7					Juge d'instruction	Autorités judiciaires	Service pénitentiaire								interkonfessionell	3	Prot.: aumônier attaché; kath.: aumônier attaché	Prot.: chaque dimanche, kath.: chaque dimanche
GE05	Genf	Prison de Saint-Antoine	Genf	a) Untersuchungsgefängnis; b) Vollzug von Polizei-, Haft- und Gefängnisstrafen bis zu 6 Monaten	5				1	120	4			Männer und Frauen	3			2	3	7	8			Untersuchungsrichteramt	Staatsanwaltschaft	Polizeirichter	Polizeirichteramt	Strafgericht	Strafvollzugsbehörde					interkonfessionell	3	Reformierter und katholischer Ortspfarrer im Nebenamt	Im Hause, Besuch freiwillig, Reformierte: alle 2 Wochen, Katholiken: nach Möglichkeit; ausserdem Sonntags Zusammenkünfte
GE06	Genf	Foyer Riant-Parc	Bellevue-Genève	Education pour adolescents délinquants, foyer de semi-liberté	3			Association des foyers Feux-Verts, sous contrôle du Département de Justice et Police, Genève	3	7	1			adolescents		Externe	Age entre 14 et 18 ans, temps nécessaire à l'éducation	4	7					Chambre pénale de l'enfance	Département de Justice et polices, Genève									interkonfessionell	3	prot: extérieur; kath.: extérieur	Prot.: extérieur, kath.: extérieur
