ID	Quelle (source)	Erhebungsjahr (survey year)	Kanton (Canton)	Ort (city)	Anstalt (institution)	"Anstaltstypen: Arbeitsanstalt = 1; Arbeiterkolonie = 2; Erziehungsanstalt = 3; Trinkerheilanstalt = 4; Strafanstalt = 5; Psychiatrische Einrichtung = 6; Armenhaus = 7; Sonderanstalt = 8"	"Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8"	"Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 9"	Träger (agencies, funding bodies)	"Trägerschaft (agencies): Staatlich (governmental funded) = 1; Privat (privately funded)= 2; gemischt (public-private mix) = 3; unbestimmbar (not specified) = 4"	Konfession (denomination)	"Konfession (denomination): prot. (Protestants) = 1; kath. (Catholics) = 2; ik = 3, unbestimmbar (not specified) = 4"	gegründet (founded in)	Zweck (purpose of the institution)	"Geschlecht Insassen (gender ratio): m (male) = 1; w (female) = 2; gemischt (both gender) = 3 "	Pl‰tze (capacities)	"Platzzahl (capacities): unter (below) 19 = 1; 20-49 = 2; 50-99 = 3; 100-149 = 4; 150-199 = 5; über (over) 200 = 6; unbestimmt (not specified) = 7"	Kategorie (categories as shown in the original sources)
BS08	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	BS	Basel	Kantonale Heil- und Pflegeanstalt Friedmatt Basel, zugleich Psychiatrische Klinik	6			st	1	ik	3	1886	"Aufnahmebedingungen: a) ein durch den Kranken selbst oder durch seine angehörigen oder Alimentationspflichtigen oder durch eine Behörde gestellten mündliches Aufnahmegesuch; b) Nachweis einer geistigen Störung durch ärztliches Zeugnis; c) genügende Garantie für Kosten oder 1/4 jährliche Vorausbezahlung nebst schriftlicher Garantie der Zahlung anderweitiger aus dem Aufenthalte des Kranken erwachsenden Kosten; d) die nötigen Ausweisschriften und bei Kranken aus andern Kantonen und dem Auslande unverdächtige Heimatsurkunden; e) der Besitz der durch die Reglemente vorgeschriebenen Effekten. In dringenden Fällen erfolgt die Aufnahme provisorisch. Wenn Behörden oder Verwandte, welche die Versorgung veranlasst haben, die Entlassung eines nicht geheilten Kranken verlangen, haben sie der Anstalt einen Schein zu unterzeichnen, in welchem sie die volle Verantwortlichkeit für etwaige Folgen der verfrühten Entlassung anerkennen."	3	400	6	Kranke, Fürsorge für Geisteskranke
BS10	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	BS	Basel	Asyl für schutzbedürftige Mädchen	3				4	prot	1		Arbeitsfreudige, charakterfeste Menschen heranzubilden	2	20	2	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
BS11	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	BS	Basel	Aufnahme- und Durchgangsheim Sonnenblick	8				2	rk	2		Heilpädagogische Beobachtung Schwererziehbarer	2	15	1	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
BS12	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	BS	Basel	Bürgerliches Waisenhaus Basel	3				4	ik	3		Basler Bürgerkinder zu erziehen	3	135	4	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
BS13	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	BS	Basel	Haus Adullam Basel	7				2	prot	1	1928	Gegründet 1928 durch die Stiftung Adullam als Heim für Arme jeden Alters.	3	25	2	Armenfürsorge, Armenanstalten
FR01-a	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	Fr	Bas-Vully	La Sapinière, Maison de travail pour buveurs, Bellechasse	4			st	1	rk	2	1920	La Sapinière reçoit d'abord les buveurs invétérés fribourgeois mais aussi ceux d'autres cantons, moyennant un prix de pension en rapport acec l'état de santé du pensionnaire. La plupart cultive les champs, d'autres exercent leur métier.	1	50	3	Kranke, Heilstätten für Alkoholkranke
FR01-b	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	Fr	Bas-Vully	Maison de travail pour détenus libérés de l'Erlenhof Bellechasse, Bas-Vully	1	2			1	ik	3	1927	L'asile recueille les détenus libérés qui ne peuvent encore momentanément se conduire eux-mêmes ou qui ne peuvent trouver un emploi à leur sortie de prison. (…) Le plus grand nombre des pensionnaires est occupé dans l'agriculture. Un certain nombre de métiers sont attachés à l'institut, tels que menuiserie, charpenterie, vannerie, etc.	3	70	3	Armenfürsorge, Fürsorge für entlassene Gefangene
FR01-c	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	Fr	Sugiez	Maison de travail de Bellechasse Bas-Vully	1				3		3	1898	Amendement des vagabonds, des paresseux et mendiants individus qui ne font, par leur travail et leur conduite, aucun effort pour se sauver de la misère (loi du 2 mai 1828). les jugements sont rendus par les préfets.	1	100	4	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
FR01-d	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	Fr	Sugiez	Colonie de travail pour femmes de Bellechasse Bas-Vully	1	2			3		3	1915	Dans cette maison cellulaire se trouvent réunies les femmes condamnées et internées Elle comprend deux quartiers: le rez de chausseée est réservé aux jeunes filles. Le premier étage est occupé par les femmes adultes.	2		7	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
FR05	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	Fr	Uebewil / Villars-les-Joncs	St. Marguerite Uebewil/Villars-les-Joncs	3				4	rk	2		Erziehung junger Mädchen	2	59	3	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
FR06	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	Fr	Montet-Broye	Orphelinat-Institut Marini	3				2	rk	2		élever des orphelins ou enfants pauvres et leur procurer un métier	1	90	3	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
FR07	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	Fr	Drognens	Institut St. Nicolas	3				4	rk	2		maison de relèvement pour garçons difficiles	3	110	4	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
FR08	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	Fr	Fribourg	Maison de refuge pour détenus libérés Fribourg	1			pr	2	rk	2	1934	Fondée en 1934 par la société de patronage des détenus libérés. But: Fournir aux détenus libérés, pour des raisons humanitaires et dans l'intérêt de la sécurité publique, un refuge où ils puissent attendre une occasion de travail.	1	25	2	Armenfürsorge, Fürsorge für entlassene Gefangene
GE01	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	GE	Genf	Asile cantonale et clinique psychiatrique de Bel-Air	6			st	1	ik	3	1900	"Lois sur le régime des Aliénés de 1838 modifiée en 1895. L'asile est destiné au traitement des maladies mentales; reçoit également les alcooliques, les épileptiques, etc. Il a été ouvert en novembre 1900. (…) Nul ne peut être interné dans un établissement public ou privé destiné à la garde et au traitement des aliénés, sans une autorisation du Département de justie et police. Lorsqu'il y aura danger manifeste pour la sécurité des personnes, les directeurs d'établissements publics pourront reçevoir des aliénés dont l'identité est justifiée, et sur le vu d'un certificat médical, à charge d'obtenir l'autorisation du Département de justice et police, dans les vingt-quatre heures qui suivront l'internement. Hormis ce cas, les placements se distinguent en placements d'office et placements volontaires. Les placements d'office sont ceux qui sont ordonnés par le Département de justice et police, sans qu'il en soit requis. Ils sont réservés aux cas qui nécessitent l'urgence, et notamment aux aliénés abandonnés, indigents ou dangereux; ils peuvent être ordonnés sur le vu d'une attestation médicale, datant de moins de 8 jours, émanant d'un médecin autorisé à pratiquer dans le canton, et qui ne soit pas attaché à l'établissement où aura lieu le placement."	3	315	6	Kranke, Fürsorge für Geisteskranke
GE02	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	GE	Genf	Maison d'éducation Florissant	3				4	prot	1		Protection et relèvement moral de la jeune fille	2	43	2	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
GE03	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	GE	Genf	Asile temporaire du Petit Lancy	3				4	ik	3		Hospitalisation de garçons confiés par décision de justice 283ff. CCS.	1	25	2	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
GE04	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	GE	Genf	Asile temporaire des Petits Délices	3				4	ik	3		Hospitalisation de filles confiées par décision de justice 283ff. CCS.	2	26	2	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
GE13	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	GE	Genf	Refuge de Grange-Canal	3				4	prot	1		Relèvement et rééducation	2	12	1	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
GR01-a	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	GR	Cazis	Kantonale Korrektionsanstalt Realta bei Cazis	1				1		3	1854	"1854 eröffnete Anstalt zur Besserung Korrektioneller. Steht unter Aufsicht des Kleinen Rates, resp. dessen Finanzdepartementes. 2 Anstaltsgebäude mit Raum für 60–70 Zöglinge, die in der eigenen Land- und Waldwirtschaft betätigt werden. Von den Detinierten sind meistens 90% Männer, 10% Weiber. (…) In der Korrektionsanstalt werden aufgenommen, sofern sie erwachsen und arbeitsfähig sind: a) liederliche und arbeitsscheue Personen; b) Gewohnheitstrinker; c) Personen, die nach Polizei- oder Strafgesetz zur korrektionellen Behandlung überwiesen werden. Dei Befugnisse zur Versetzung steht der Vormundschaftsbehörde des Heimat- oder Wohnortes, sowie den Kriminal- und Polizeigerichten zu. Dem an den Chef des kantonalen Finanzdepartements zu richtenden Aufnahmegesuch muss ein Auszug des Protokolls der die Versetzung beschliessenden Behörde beigelegt werden."	3	70	3	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
GR01-b	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	GR	Cazis	Irrenanstalt Realta bei Cazis	6				1		3	1918	4 Krankenhäuser mit Platz für 250 Patienten.	3	250	6	Kranke, Fürsorge für Geisteskranke
GR01-bb	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	GR	Cazis	Kantonale Arbeiterkolonie Realta bei Cazis	2			st	1	ik	3	1924	Aufnahme findet jede arbeitslose, aber arbeitsfähige und arbeitswillige Person, soweit der Raum reicht. In erster Linie sind Kantonsbürger zu berücksichtigen.  Sie dient auch mit Vorteil jener Kategorie Menschen, die einer gewissen Aufsicht oder doch Anleitung bedürfen, um sich im Leben zurecht zu finden und die bei völliger Freiheit dem Vagantentum oder dem Alkoholismus verfallen würden. Auch zur Korrektion Verurteilte werden aufgenommen, denen dann bei guter Führung in der Kolonie die Korrektionsstrafe erlassen wird.	3	60	3	Arbeitsfürsorge, Arbeitskolonien
GR01-ba	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	GR	Cazis	Trinkerheilstätte im kantonalen Asyl Ralta bei Cazis	4				1		3		"Keine besondere Trinkerabteilung. Die Patienten werden, je nachdem die geistigen oder körperlichen Symptome vorwiegen, auf die entsprechende Abteilung des Asyls verbracht und dann der Arbeiterkolonie, wo sie ihren Unterhalt selbst verdienen, oder der Korrektionsabteilung zugewiesen. In die Heilstätte werden aufgenommen: 1. freiwillig sich Meldende, die sich zu einem Aufenthalt von mindestens 1 Jahr verpflichten; 2. von Behörden und Gerichten Eingewiesene, deren Aufenthaltsdauer, im Minimum 1 Jahr, die einweisenden Behörden bestimmen. Einweisung in die Trinkerheilstätte gemäss den Bestimmungen der Korrektionsanstalt."	3		7	Kranke, Heilstätten für Alkoholkranke
GR04	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	GR	Maienfeld	Asyl Neugut Landquart	7				1	prot	1	1894	Gegründet 1894 als Armenanstalt von 9 Gemeinden des Bezirks Unterlandquart, zu denen später noch 2 Gemeinden hinzukamen. Anstaltsgebäude für 80 Personen, die in der Landwirtschaft beschäftigt werden.	3	80	3	Armenfürsorge, Armenanstalten
GR05	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	GR	Chur	Graubündnerische Anstalt Waldhaus bei Chur	6			st	1	ik	3	1892	"Aufnahmebedingungen: (…) Für Geisteskranke, welche auf Verlangen ihrer Angehörigen, resp. der Vormünder oder Gemeindebehörden aufgenommen werden sollen: ärztliches Zeugnis oder behördliche Einweisung; schriftliches Aufnahme-Begehren unter Bezeichnung der Verpflegungsklasse; amtlicher Vermögens- und Einkommensausweis des Kranken, resp. der Eltern oder Unterstützungspflichtigen; Sicherstellung der Kosten."	3	280	6	Kranke, Fürsorge für Geisteskranke
LU01	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Ebikon	Zwangsarbeitsanstalt für den Kanton Luzern im Sedel	1				1		3	1887	"Für männliche Detinierte mit Zweiganstalt (seit 1893) für Weiber auf dem Gute Seehof, die der Anstaltsverwaltung auf dem Sedelhof unterstellt ist. Staatsanstalt, gegründet 1887, unter der Justizdirektion stehend und durch eine Aufsichtskommission überwacht. Nach §3 des Gesetzes können in die Anstalt bei unzweifelhafter Arbeitsfähigkeit versetzt werden: a) bevormundete oder der elterlichen Gewalt unterworfene Personen, welche den Weisungen ihrer Eltern, Vormünder und Aufsichtsbehörden trotz angewandter Disziplinarmittel beharrlich sich widersetzen; b) Eltern, welche ihre Kinder böslich verlassen oder sie durch müssiges, leichtsinniges, liederliches Leben in hilflosen Zustand versetzen und dadurch der Fürsorge der unterstützungspflichtigen Verwandten, der Gemeinde, oder des Staates anheimgeben oder, wiewohl eine angemessene Beitragsleistung an die Unterstützungskosten in ihren Kräften läge, solche hartnäckig verweigern; c) Eltern oder Pflegeeltern, welche ihre Pflichten gegen ihre Kinder oder andere unter ihrer Aufsicht stehenden Personen in fortgesetzter Weise und nach fruchtloser Mahnung nicht erfüllen, diese vernachlässigen, zu Diebstahl, Frevel oder zum Bettel anhalten oder davon abzuhalten unterlassen und dadurch am Schulbesuc e hindern; d) Personen, welche sich fortgesetzt dem Müssiggange, der Trunkenheit oder auf andere Art einem liederlichen Lebenswandel ergeben und infolgedessen arbeitslos und unterstützungsbedürftig werden oder öffentliches Ärgernis erregen; e) Personen, welche nach Massgabe des Straf- oder Armengesetzes oder anderer Vorschriften dem Regierungsrate zu weiterer Behandlung zugewiesen werden; f) endlich gewerbsmässige Bettler, sowie Landstreicher, welche der öffentlichen Wohltätigkeit zur Last fallen oder ihr anheimzufallen drohen, sofern der Anstaltsraum deren Aufnahme gestattet."	3	100	4	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
LU01-a	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Ebikon	Zweiganstalt Seehof der Zwangsarbeitsanstalt Sedelhof	1				1		3	1893	Nur für Frauen.	1	40	2	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
LU04	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	LU	Knutwil	Erziehungsheim St. Georg Knutwil-Bad	3				2	rk	2		Fürsorgeerziehung und Bildung schwererziehbarer, sittlich gefährdeter oder abwegig gewordener Knaben im Alter von 12-18 Jahren.	1	90	3	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
LU05	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Pfaffnau	Heil- und Pflegeanstalt St. Urban	6			st	1	rk	2	1873	Behandlung und Pflege Geistes- und Nervenkranker. 1873 in den Gebäuden der aufgehobenen Abtei eingerichtet.	3	600	6	Kranke, Fürsorge für Geisteskranke
LU06	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Luzern	Marthaheim Luzern	8			pr	2	rk	2	1927	Gegr. 1927 durch die Sektion Luzern des Schweizerischen katholischen Fürsorgevereins. Zweck: Aufnahme von obdachlosen und schutzbedürftigen Frauen und Mädchen, in erster Linie solchen, die von den Behörden zugewiesen werden, und Strafentlassene. Werdende illegitime Mütter werden ebenfalls aufgenommen, event. auch nach ihrer Entlassung aus dem Spital mit dem Kinde. Sonst sind Kinder ausgeschlossen.	2	23	2	Armenfürsorge, Fürsorge für entlassene Gefangene
LU07	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Schüpfheim	Armenanstalt des Entlebuch auf dem Bühl Schüpfheim	7			k	1	rk	2	1865	Versorgung von waisenamtlich zu verpflegenden Personen. Die Anstalt war ursprünglich für gefallene Mädchen errichtet, die jetzt noch aufgenommen werden	3	200	6	Armenfürsorge, Armenanstalten
LU14	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Altishofen	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU15	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Burgrain	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU16	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Buttisholz	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU17	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Dagmersellen	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU18	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Emmen	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU19	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Ettiswil	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU20	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Gelfingen	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU21	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Grosswangen	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU22	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Gunzwil	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU23	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Hergiswil	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU24	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Hochdorf	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU25	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Hohenrain	Armenanstalt	7				4					3		7	Armenfürsorge, Armenanstalten
LU26	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Horw	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU27	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Inwil	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU28	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Klotensberg	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU29	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Kriens	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU30	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Littau	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU31	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Luthern	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU32	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Malters	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU33	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Meggen	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU34	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Mennau	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU35	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Münster	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU36	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Neudorf	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU37	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Neuenkirch	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU38	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Notwtil	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU39	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Oberkirch	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU40	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Pfaffnau	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU41	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Reiden	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU42	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Römerswil	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU43	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Rothenburg	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU44	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Ruswil	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU45	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Schötz	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU46	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Schüpfheim	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU47	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Sempach	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU48	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Sursee	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU49	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Ufhusen	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU50	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Weggis	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU51	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Willisau	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU52	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Wolhusen	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
LU53	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	LU	Zell	Armenanstalt	7				4		4			3		7	Armenfürsorge, Armenanstalten
NE01	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	NE	Le Devens	Colonie agricole et industrielle de l'Armée du Salut Le Devens	2	4		st	1	prot	1	1909	Fondée en 1909 comme colonie agricole. Remise au Conseil d'Etat de Neuchâtel, qui en est Propriétaire. La Loi sur l'internement administratif des buveurs ayant été votée, le Conseil d'Etat décida en 1919 que le Devens serait affecté au relèvement des buveurs et confié à l'Armée du Salut. C'est en général la Chambre des Tutelles qui requiert l'internement des buveurs, et le Département de Justice sanctionne et exécute la sentence. La durée de l'internement varie de six mois à douze mois. S'il y a des places disponibles, la Maison reçoit aussi des internés genevois, des buveurs d'autres Cantons, et des hommes placés par les soins des Communes. Il est perçu une modeste pension.	1	50	3	Kranke, Heilstätten für Alkoholkranke
NE02	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	NE	Boudry	Asile pour buveurs Pontareuse Boudry	4			pr	2	prot	1	1897	Tout pensionnaire est tenu de s'occuper selon ses forces et ses aptitudes aux travaux qui lui sont assignés par le directeur (travaux de campagne, de jardin, sciage et coupage de bois).	1	23	2	Kranke, Heilstätten für Alkoholkranke
NE03	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	NE	Marin-Epagnier	Maison d'éducation Bellevue	3				2		4		refaire ou compléter l'éducation de jeunes filles	2	30	2	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
NW01	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	NW	Hergiswil	Fürsorgeheim Alpenblick	8				2	rk	2		Katholische Entbindungsanstalt	2	40	2	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
NW02	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	NW	Hergiswil	Arbeiterinnenheim Sonnenhalde	3				4	rk	2		Erziehung Schwererziehbarer	2	24	2	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
NW05	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	NW	Beckenried	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
NW06	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	NW	Buochs	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
